0
0 1
3863 2405 1
3863 3985 1
3863 13130 1
3863 10143 1
3863 3873 1
3863 7234 1
3863 7434 1
3863 2567 1
3863 281 1
3863 5594 1
3863 3669 1
3863 1008 1
3863 9302 1
3863 5111 1
3863 6663 1
3863 10184 1
3863 332 1
3863 7521 1
3863 13829 1
3863 11802 1
3863 4301 1
3863 6486 1
3863 5810 1
3863 4519 1
3864 8354 1
3864 4125 1
3864 9130 1
3864 7106 1
3864 4316 1
3864 12287 1
3864 3270 1
3864 7363 1
3864 8604 1
3864 1486 1
3864 743 1
3864 12406 1
3864 13517 1
3864 8170 1
3864 3784 1
3864 8467 1
3864 1904 1
3865 4207 1
3865 5299 1
3865 3951 1
3865 7262 1
3865 12932 1
3865 7007 1
3865 1586 1
3865 825 1
3865 5375 1
3865 886 1
3865 7627 1
3865 3113 1
3865 8631 1
3865 247 1
3865 3506 1
3865 3392 1
3865 7518 1
3865 5225 1
3865 5103 1
3865 12291 1
3865 2964 1
3865 6820 1
3865 10420 1
3865 2216 1
3865 713 1
3865 14 1
3865 578 1
3865 1322 1
3866 2900 1
3866 2060 1
3866 4970 1
3866 6920 1
3866 5263 1
3866 3943 1
3866 2145 1
3866 5478 1
3866 2844 1
3866 6992 1
3866 6006 1
3866 7161 1
3866 3926 1
3866 5501 1
3866 3769 1
3866 1604 1
3866 788 1
3867 8635 1
3867 611 1
3867 10723 1
3867 5872 1
3867 2702 1
3867 798 1
3867 5867 1
3867 6282 1
3867 9096 1
3867 940 1
3867 3708 1
3867 4328 1
3867 5391 1
3867 201 1
3867 5343 1
3867 12344 1
3867 8734 1
3867 4694 1
3867 2190 1
3867 1233 1
3867 3039 1
3867 3101 1
3867 2179 1
3867 6965 1
3867 5636 1
3867 6454 1
3868 3954 1
3868 13219 1
3868 976 1
3868 7987 1
3868 378 1
3868 6320 1
3868 5419 1
3868 4656 1
3868 5262 1
3868 6710 1
3868 1412 1
3868 12663 1
3868 1290 1
3868 2802 1
3868 1651 1
3869 7529 1
3869 2701 1
3869 8762 1
3869 724 1
3869 901 1
3869 1230 1
3869 544 1
3869 850 1
3869 2460 1
3869 3075 1
3869 10809 1
3869 135 1
3869 6693 1
3869 1634 1
3869 1107 1
3869 1399 1
3869 6183 1
3869 616 1
3869 4559 1
3869 5161 1
3869 1921 1
3869 2874 1
3869 2800 1
3869 6801 1
3869 2170 1
3869 75 1
3869 5975 1
3870 7012 1
3870 1172 1
3870 657 1
3870 3280 1
3870 34 1
3870 430 1
3870 912 1
3870 4984 1
3870 13253 1
3870 10279 1
3870 556 1
3870 4211 1
3870 7170 1
3870 7891 1
3870 11472 1
3870 8804 1
3870 8384 1
3870 4027 1
3870 342 1
3870 2678 1
3870 295 1
3870 1489 1
3870 667 1
3870 2985 1
3870 2245 1
3870 890 1
3870 5400 1
3870 1163 1
3870 4822 1
3870 3149 1
3870 1266 1
3870 12402 1
3870 3797 1
3870 9157 1
3870 3540 1
3870 10082 1
3870 8493 1
3870 2281 1
3870 569 1
3870 1322 1
3870 3448 1
3870 9168 1
3870 374 1
3870 3216 1
3870 3137 1
3870 4558 1
3870 8377 1
3870 4078 1
3870 8975 1
3870 4413 1
3870 812 1
3870 3956 1
3870 5176 1
3871 3549 1
3871 3295 1
3871 5742 1
3871 5093 1
3871 969 1
3871 6157 1
3871 431 1
3871 3878 1
3871 1020 1
3871 4732 1
3871 8878 1
3871 2363 1
3871 9277 1
3871 10773 1
3871 5875 1
3871 11533 1
3871 3615 1
3871 8404 1
3871 381 1
3871 12888 1
3871 9594 1
3871 9860 1
3871 180 1
3871 8103 1
3871 6909 1
3871 9679 1
3871 2691 1
3871 3771 1
3871 11133 1
3871 13320 1
3871 5684 1
3871 4790 1
3871 7472 1
3871 2797 1
3871 1929 1
3871 3663 1
3871 3563 1
3871 4186 1
3871 1294 1
3871 3136 1
3871 9110 1
3871 13015 1
3871 2534 1
3871 317 1
3871 13661 1
3871 7264 1
3871 9451 1
3871 3694 1
3871 10709 1
3871 3042 1
3871 8723 1
3871 10912 1
3871 1981 1
3871 1397 1
3871 8500 1
3871 4138 1
3871 2668 1
3871 385 1
3871 1610 1
3871 682 1
3871 4634 1
3871 5104 1
3871 6903 1
3871 10036 1
3871 791 1
3871 7493 1
3871 838 1
3871 994 1
3871 7506 1
3871 10856 1
3871 939 1
3871 1125 1
3872 2536 1
3872 162 1
3872 1965 1
3872 6771 1
3872 1474 1
3872 7592 1
3872 1393 1
3872 537 1
3872 734 1
3872 2793 1
3872 1639 1
3872 8342 1
3872 15 1
3872 3390 1
3872 4593 1
3872 930 1
3872 2239 1
3872 1352 1
3872 263 1
3872 2395 1
3872 131 1
3872 595 1
3872 295 1
3872 1262 1
3872 6104 1
3873 1686 1
3873 2500 1
3873 5956 1
3873 5837 1
3873 2715 1
3873 57 1
3873 3183 1
3873 5820 1
3873 4511 1
3873 386 1
3873 3063 1
3873 10177 1
3873 115 1
3873 6 1
3873 3689 1
3873 2474 1
3873 3349 1
3873 8455 1
3873 6715 1
3873 5168 1
3873 1985 1
3873 4230 1
3873 828 1
3873 3960 1
3873 967 1
3873 7421 1
3873 4634 1
3873 736 1
3873 546 1
3873 1016 1
3873 1805 1
3873 2297 1
3873 978 1
3873 2206 1
3873 793 1
3873 2991 1
3873 3505 1
3873 4430 1
3873 310 1
3873 1533 1
3873 180 1
3873 8730 1
3874 1902 1
3874 11088 1
3874 3963 1
3874 8320 1
3874 9132 1
3874 1207 1
3874 8445 1
3874 10148 1
3874 10191 1
3874 453 1
3874 3019 1
3874 3782 1
3874 6724 1
3874 10721 1
3874 12585 1
3874 11859 1
3874 12124 1
3874 8204 1
3874 4041 1
3875 7182 1
3875 3261 1
3875 3047 1
3875 2196 1
3875 3508 1
3875 7824 1
3875 3211 1
3875 2238 1
3875 990 1
3875 2504 1
3875 2590 1
3875 11453 1
3875 2479 1
3875 1389 1
3875 8347 1
3875 4238 1
3875 1525 1
3875 6184 1
3875 12086 1
3875 5258 1
3875 8806 1
3875 7774 1
3875 11393 1
3875 7325 1
3875 9263 1
3875 5191 1
3876 2667 1
3876 3474 1
3876 866 1
3876 2281 1
3876 3433 1
3876 2938 1
3876 11957 1
3876 103 1
3876 295 1
3876 929 1
3876 6014 1
3876 1586 1
3876 1052 1
3877 6595 1
3877 216 1
3877 4853 1
3877 2572 1
3877 885 1
3877 766 1
3877 1937 1
3877 1856 1
3877 103 1
3877 1070 1
3877 1182 1
3877 6310 1
3877 1847 1
3877 275 1
3877 1202 1
3877 2141 1
3877 695 1
3877 13429 1
3877 361 1
3877 9864 1
3877 704 1
3877 1760 1
3877 5147 1
3877 9336 1
3877 2702 1
3877 11467 1
3877 345 1
3877 7046 1
3877 482 1
3877 3517 1
3877 4891 1
3877 1345 1
3877 3651 1
3877 9789 1
3877 9503 1
3877 3139 1
3877 452 1
3878 3962 1
3878 3966 1
3878 1219 1
3878 12265 1
3878 2101 1
3878 11183 1
3878 4331 1
3878 5093 1
3878 7827 1
3878 398 1
3878 2008 1
3878 8785 1
3878 3629 1
3878 10174 1
3878 2250 1
3878 2991 1
3878 7019 1
3878 3713 1
3878 910 1
3878 4175 1
3878 9167 1
3878 1067 1
3878 271 1
3878 12874 1
3878 6082 1
3878 1383 1
3878 1035 1
3878 3725 1
3878 4517 1
3878 3658 1
3879 3349 1
3879 3967 1
3879 9430 1
3879 4311 1
3879 189 1
3879 11520 1
3879 5165 1
3879 386 1
3879 6789 1
3879 12118 1
3879 727 1
3879 3529 1
3879 548 1
3879 5803 1
3879 3371 1
3879 8352 1
3879 10685 1
3879 1785 1
3879 1690 1
3879 11890 1
3879 2340 1
3879 8500 1
3879 2153 1
3879 3629 1
3880 3968 1
3880 1290 1
3880 11356 1
3880 4762 1
3880 8998 1
3880 7838 1
3880 7960 1
3880 7808 1
3880 2763 1
3880 7316 1
3880 10061 1
3880 3777 1
3880 4748 1
3880 5781 1
3880 298 1
3880 9887 1
3880 5952 1
3880 1276 1
3880 4920 1
3880 2812 1
3880 4736 1
3880 12655 1
3880 2154 1
3880 9803 1
3881 2903 1
3881 3969 1
3881 896 1
3881 912 1
3881 7029 1
3881 636 1
3881 3315 1
3881 8332 1
3881 4333 1
3881 6832 1
3881 2296 1
3881 329 1
3881 2175 1
3881 2702 1
3881 2946 1
3881 1543 1
3882 11434 1
3882 5457 1
3882 3970 1
3882 5018 1
3882 948 1
3882 337 1
3882 6234 1
3882 2716 1
3882 1016 1
3882 33 1
3882 2035 1
3882 4936 1
3882 4909 1
3882 10169 1
3882 634 1
3882 1070 1
3882 406 1
3882 1901 1
3882 6006 1
3882 11687 1
3882 1983 1
3882 7338 1
3882 1481 1
3882 3373 1
3882 1580 1
3882 3059 1
3882 970 1
3883 7778 1
3883 789 1
3883 9579 1
3883 5629 1
3883 5302 1
3883 3889 1
3883 10723 1
3883 7997 1
3883 268 1
3883 2923 1
3883 1103 1
3883 1484 1
3883 1691 1
3883 5341 1
3883 3874 1
3883 8108 1
3883 7252 1
3883 1308 1
3883 2412 1
3883 2423 1
3883 1414 1
3883 889 1
3883 10480 1
3883 1543 1
3883 356 1
3883 2556 1
3883 1383 1
3883 9024 1
3883 7128 1
3883 1682 1
3883 1584 1
3883 3396 1
3883 1373 1
3883 2224 1
3883 2996 1
3883 3118 1
3883 2914 1
3883 3960 1
3883 531 1
3883 2499 1
3883 9212 1
3883 196 1
3883 6014 1
3883 12806 1
3883 11781 1
3883 746 1
3883 20 1
3883 6341 1
3883 5151 1
3883 1118 1
3883 12562 1
3883 4333 1
3883 3294 1
3883 4427 1
3883 910 1
3883 2408 1
3883 1434 1
3883 3971 1
3883 5539 1
3883 6441 1
3883 909 1
3883 3965 1
3883 987 1
3883 941 1
3883 3170 1
3883 5683 1
3883 341 1
3883 672 1
3883 178 1
3883 2975 1
3883 687 1
3883 6108 1
3883 2572 1
3883 2060 1
3883 1388 1
3883 11780 1
3883 2335 1
3883 1092 1
3883 5243 1
3883 812 1
3883 6486 1
3883 211 1
3883 8956 1
3883 8033 1
3883 702 1
3883 170 1
3883 457 1
3883 274 1
3883 2177 1
3883 303 1
3883 4221 1
3883 7806 1
3883 3729 1
3883 13511 1
3883 2921 1
3883 2530 1
3883 1001 1
3883 1992 1
3883 3470 1
3883 2406 1
3883 13310 1
3884 3833 1
3884 430 1
3884 6666 1
3884 5740 1
3884 1543 1
3884 2218 1
3884 3626 1
3884 924 1
3884 7422 1
3884 4380 1
3884 295 1
3884 78 1
3884 3159 1
3884 196 1
3884 3687 1
3884 9107 1
3884 2082 1
3884 2481 1
3884 4719 1
3884 1437 1
3884 1353 1
3884 1884 1
3884 5629 1
3884 9450 1
3884 2527 1
3884 7121 1
3884 4711 1
3884 5738 1
3884 1340 1
3884 4962 1
3884 3985 1
3884 2966 1
3884 10276 1
3884 2525 1
3884 3081 1
3884 4044 1
3884 6763 1
3884 81 1
3884 3049 1
3884 2903 1
3884 5426 1
3884 1510 1
3884 911 1
3884 2329 1
3884 535 1
3884 5076 1
3884 3642 1
3884 2816 1
3884 7873 1
3884 2050 1
3884 5979 1
3884 3603 1
3884 1024 1
3884 2036 1
3884 6737 1
3884 1797 1
3884 852 1
3884 9068 1
3884 6541 1
3884 205 1
3884 10840 1
3884 873 1
3884 4703 1
3884 2266 1
3885 1305 1
3885 7958 1
3885 2463 1
3885 3985 1
3885 6956 1
3885 6002 1
3885 4913 1
3885 4225 1
3885 3097 1
3885 9068 1
3885 4068 1
3885 2739 1
3885 2016 1
3885 3418 1
3885 2702 1
3885 530 1
3885 7183 1
3885 7692 1
3885 361 1
3885 5810 1
3885 636 1
3886 3186 1
3886 5026 1
3886 6008 1
3886 6545 1
3886 1201 1
3886 7340 1
3886 8165 1
3886 7612 1
3886 8107 1
3886 9167 1
3886 5923 1
3886 250 1
3886 1453 1
3886 2545 1
3886 3412 1
3886 2229 1
3886 6433 1
3886 6534 1
3886 7115 1
3886 11120 1
3886 248 1
3886 9476 1
3886 3533 1
3886 867 1
3887 2444 1
3887 6495 1
3887 794 1
3887 7029 1
3887 884 1
3887 3018 1
3887 7057 1
3887 3925 1
3887 1182 1
3887 3448 1
3887 1372 1
3887 3932 1
3887 3418 1
3887 1585 1
3887 6270 1
3887 8603 1
3887 1681 1
3887 1604 1
3887 304 1
3888 3541 1
3888 2544 1
3888 10655 1
3888 2430 1
3888 2715 1
3888 8082 1
3888 4850 1
3888 9499 1
3888 7700 1
3888 1118 1
3888 3102 1
3888 2474 1
3888 2691 1
3888 4003 1
3888 4926 1
3889 5262 1
3889 1897 1
3889 7821 1
3889 8119 1
3889 698 1
3889 1959 1
3889 4832 1
3889 8338 1
3889 3780 1
3889 9344 1
3889 1271 1
3889 1957 1
3889 8418 1
3889 6139 1
3889 6346 1
3889 512 1
3889 6503 1
3889 11602 1
3889 7619 1
3889 4910 1
3889 117 1
3889 2112 1
3889 2346 1
3889 531 1
3890 4504 1
3890 1621 1
3890 285 1
3890 3331 1
3890 1776 1
3890 1683 1
3890 2011 1
3890 7221 1
3890 1488 1
3890 3043 1
3890 508 1
3890 310 1
3890 1631 1
3890 164 1
3890 2230 1
3890 1139 1
3890 4460 1
3891 2056 1
3891 370 1
3891 3979 1
3891 6763 1
3891 5901 1
3891 878 1
3891 6915 1
3891 1194 1
3891 1965 1
3891 4530 1
3891 13088 1
3891 1248 1
3891 12302 1
3891 3091 1
3892 136 1
3892 1102 1
3892 5080 1
3892 6605 1
3892 2388 1
3892 12132 1
3892 8780 1
3892 12257 1
3892 200 1
3892 5824 1
3892 4687 1
3892 9421 1
3892 5118 1
3892 1592 1
3892 6947 1
3892 5649 1
3892 2424 1
3892 3408 1
3892 7212 1
3893 5031 1
3893 4744 1
3893 81 1
3893 170 1
3893 8970 1
3893 184 1
3893 3160 1
3893 13298 1
3893 7419 1
3893 6272 1
3893 3889 1
3893 172 1
3893 4808 1
3893 1746 1
3893 1161 1
3893 1155 1
3893 1278 1
3893 3816 1
3893 1843 1
3893 8132 1
3893 1804 1
3893 307 1
3893 337 1
3893 484 1
3893 7502 1
3893 2794 1
3893 987 1
3893 2604 1
3893 8290 1
3893 2652 1
3893 1302 1
3893 756 1
3893 4574 1
3893 6243 1
3893 1393 1
3893 734 1
3893 360 1
3893 3045 1
3893 896 1
3893 1172 1
3893 132 1
3893 1820 1
3893 268 1
3893 3054 1
3893 7192 1
3893 1345 1
3893 818 1
3893 2119 1
3893 826 1
3893 4048 1
3893 1353 1
3893 1305 1
3893 1036 1
3893 85 1
3893 5492 1
3893 1657 1
3893 2435 1
3893 2840 1
3893 401 1
3893 2142 1
3893 2266 1
3893 2850 1
3893 815 1
3893 4250 1
3893 482 1
3893 5480 1
3893 1884 1
3893 205 1
3893 3097 1
3893 1464 1
3893 5718 1
3893 884 1
3893 289 1
3893 3905 1
3893 3037 1
3893 2208 1
3893 1937 1
3893 148 1
3893 3101 1
3893 1526 1
3893 3774 1
3893 3351 1
3893 7183 1
3893 584 1
3893 4478 1
3893 4277 1
3893 2457 1
3893 1784 1
3893 4987 1
3893 4419 1
3893 11344 1
3893 467 1
3893 2041 1
3893 1564 1
3893 2923 1
3893 6220 1
3893 1272 1
3893 7869 1
3893 582 1
3893 5011 1
3893 8096 1
3893 1512 1
3893 274 1
3893 3454 1
3893 7644 1
3893 406 1
3894 6284 1
3894 1716 1
3894 9755 1
3894 6958 1
3894 8003 1
3894 1098 1
3894 6105 1
3894 4919 1
3894 6816 1
3894 2048 1
3894 3486 1
3894 526 1
3894 1469 1
3895 9255 1
3895 1750 1
3895 5163 1
3895 10329 1
3895 164 1
3895 3368 1
3895 1072 1
3895 720 1
3895 3981 1
3895 7315 1
3895 285 1
3895 608 1
3895 6023 1
3895 6 1
3895 13794 1
3895 667 1
3895 508 1
3895 8929 1
3895 218 1
3895 4551 1
3895 7460 1
3895 1742 1
3895 2853 1
3895 1291 1
3895 6351 1
3896 13282 1
3896 336 1
3896 6340 1
3896 4603 1
3896 4761 1
3896 1025 1
3896 11447 1
3896 10506 1
3896 2989 1
3896 11695 1
3896 8419 1
3896 8336 1
3896 9119 1
3896 6280 1
3896 5344 1
3896 12954 1
3896 9836 1
3896 440 1
3896 8437 1
3896 4739 1
3896 10850 1
3896 3983 1
3896 2 1
3896 9598 1
3896 219 1
3896 3092 1
3896 9305 1
3897 3450 1
3897 1631 1
3897 9420 1
3897 960 1
3897 3580 1
3897 2672 1
3897 677 1
3897 790 1
3897 17 1
3897 7175 1
3897 264 1
3897 1790 1
3897 180 1
3897 531 1
3897 3183 1
3897 6222 1
3897 1383 1
3897 2031 1
3897 6788 1
3897 3822 1
3897 310 1
3897 4472 1
3897 1989 1
3897 4486 1
3897 561 1
3897 11273 1
3897 8850 1
3897 1913 1
3898 638 1
3898 1856 1
3898 396 1
3898 1427 1
3898 896 1
3898 687 1
3898 12109 1
3898 6387 1
3898 1034 1
3898 441 1
3898 3382 1
3898 941 1
3898 10852 1
3898 465 1
3898 2440 1
3898 734 1
3898 4103 1
3898 2984 1
3899 11231 1
3899 2353 1
3899 10678 1
3899 195 1
3899 5924 1
3899 2285 1
3899 3925 1
3899 2645 1
3899 266 1
3899 5777 1
3899 912 1
3899 412 1
3899 4725 1
3899 1165 1
3899 476 1
3899 361 1
3899 4139 1
3900 478 1
3900 3544 1
3900 1123 1
3900 2244 1
3900 784 1
3900 394 1
3900 2760 1
3900 4550 1
3900 4840 1
3900 1232 1
3900 2056 1
3900 1750 1
3900 66 1
3900 386 1
3900 1819 1
3900 973 1
3900 401 1
3900 184 1
3900 873 1
3900 7323 1
3901 3987 1
3901 11808 1
3901 1833 1
3901 13730 1
3901 426 1
3901 4370 1
3901 4170 1
3901 13229 1
3901 9950 1
3901 8639 1
3901 2024 1
3901 2451 1
3901 6228 1
3901 11418 1
3901 4442 1
3901 9856 1
3901 40 1
3901 6854 1
3901 11807 1
3901 7708 1
3901 2379 1
3901 7598 1
3901 106 1
3901 1301 1
3901 5996 1
3901 3429 1
3901 2818 1
3901 2636 1
3901 9716 1
3901 5209 1
3901 13158 1
3901 10910 1
3901 1956 1
3901 13060 1
3901 5452 1
3901 8086 1
3901 6391 1
3901 6100 1
3901 9754 1
3901 4218 1
3901 11057 1
3901 4940 1
3901 1594 1
3901 11609 1
3901 11354 1
3901 3514 1
3902 10381 1
3902 542 1
3902 3050 1
3902 1283 1
3902 2434 1
3902 2968 1
3902 4940 1
3902 11124 1
3902 1403 1
3902 343 1
3902 4051 1
3902 2024 1
3902 8344 1
3902 12226 1
3902 8726 1
3902 7081 1
3902 13223 1
3902 3465 1
3902 353 1
3902 4019 1
3903 3988 1
3903 2180 1
3903 5883 1
3903 10682 1
3903 733 1
3903 1744 1
3903 5555 1
3903 4655 1
3903 2901 1
3903 3893 1
3903 2846 1
3903 1682 1
3903 216 1
3903 1478 1
3903 3543 1
3903 2772 1
3903 3397 1
3903 3001 1
3903 141 1
3903 4261 1
3903 1082 1
3903 2000 1
3903 1511 1
3903 1428 1
3903 3612 1
3903 4567 1
3903 2049 1
3903 2145 1
3903 1251 1
3903 2083 1
3903 7982 1
3903 1285 1
3903 5837 1
3903 4404 1
3903 10879 1
3903 9871 1
3903 467 1
3903 6239 1
3903 1762 1
3903 1888 1
3903 5248 1
3903 7870 1
3903 6281 1
3903 4807 1
3903 1339 1
3904 1984 1
3904 5456 1
3904 7528 1
3904 519 1
3904 4838 1
3904 8339 1
3904 1651 1
3904 2054 1
3904 10513 1
3904 1176 1
3904 3351 1
3904 3256 1
3904 4022 1
3904 7603 1
3904 10041 1
3904 1401 1
3904 537 1
3905 4689 1
3905 3280 1
3905 6958 1
3905 4576 1
3905 1768 1
3905 4600 1
3905 676 1
3905 3797 1
3905 2902 1
3905 2958 1
3905 2874 1
3905 2866 1
3905 3151 1
3905 744 1
3905 1432 1
3905 3970 1
3905 6897 1
3905 3253 1
3905 1582 1
3905 2481 1
3905 6276 1
3905 4476 1
3905 4222 1
3905 552 1
3905 556 1
3905 1016 1
3905 7366 1
3905 3989 1
3905 430 1
3906 4041 1
3906 8235 1
3906 5619 1
3906 12025 1
3906 9768 1
3906 5886 1
3906 3078 1
3906 9044 1
3906 184 1
3906 5981 1
3906 3990 1
3906 791 1
3906 1591 1
3906 5330 1
3906 4292 1
3906 2120 1
3907 887 1
3907 2379 1
3907 6278 1
3907 5905 1
3907 13595 1
3907 1984 1
3907 10498 1
3907 8726 1
3907 11009 1
3907 5270 1
3907 1878 1
3907 11074 1
3907 7726 1
3907 7107 1
3907 9602 1
3907 7082 1
3907 6172 1
3907 1851 1
3907 3992 1
3908 5342 1
3908 2693 1
3908 3892 1
3908 392 1
3908 3883 1
3908 3007 1
3908 2589 1
3908 5852 1
3908 529 1
3908 676 1
3908 3994 1
3908 10748 1
3908 8229 1
3908 135 1
3908 526 1
3908 5389 1
3909 3354 1
3909 1072 1
3909 7320 1
3909 3996 1
3909 959 1
3909 1196 1
3909 6945 1
3909 776 1
3909 5804 1
3909 8532 1
3909 1584 1
3909 3201 1
3909 10444 1
3909 3292 1
3909 564 1
3909 7375 1
3909 3692 1
3909 1727 1
3909 840 1
3909 4167 1
3909 1471 1
3909 1205 1
3909 7120 1
3909 3479 1
3909 10114 1
3909 1655 1
3909 2439 1
3909 7611 1
3910 3997 1
3910 1207 1
3910 5143 1
3910 575 1
3910 4669 1
3910 3527 1
3910 5558 1
3910 4853 1
3910 4889 1
3910 5837 1
3910 4122 1
3910 1937 1
3910 824 1
3910 8153 1
3910 5222 1
3910 3246 1
3910 930 1
3910 1681 1
3910 284 1
3910 3418 1
3910 7644 1
3910 2446 1
3910 85 1
3910 7035 1
3910 2923 1
3910 3176 1
3910 796 1
3911 3850 1
3911 13396 1
3911 8489 1
3911 6646 1
3911 531 1
3911 4946 1
3911 1072 1
3911 1192 1
3911 4410 1
3911 6463 1
3911 6157 1
3911 3998 1
3911 10444 1
3911 959 1
3911 480 1
3911 5941 1
3911 1867 1
3912 1737 1
3912 7365 1
3912 726 1
3912 9100 1
3912 3704 1
3912 93 1
3912 11165 1
3912 991 1
3912 2642 1
3912 3805 1
3912 10163 1
3912 3999 1
3912 3502 1
3912 713 1
3912 8478 1
3912 11615 1
3912 10638 1
3912 159 1
3912 7316 1
3912 592 1
3912 1056 1
3913 482 1
3913 5855 1
3913 6905 1
3913 3493 1
3913 4857 1
3913 3185 1
3913 12986 1
3913 228 1
3913 2796 1
3913 892 1
3913 815 1
3913 12762 1
3913 1888 1
3913 1718 1
3913 5851 1
3913 2702 1
3913 3045 1
3913 333 1
3914 1091 1
3914 4720 1
3914 362 1
3914 374 1
3914 5072 1
3914 12707 1
3914 9705 1
3914 1192 1
3914 3250 1
3914 2700 1
3914 1742 1
3914 68 1
3914 2229 1
3914 3615 1
3914 6726 1
3914 2858 1
3914 4109 1
3914 3456 1
3914 13798 1
3914 635 1
3914 1382 1
3914 3843 1
3914 977 1
3914 5376 1
3914 4000 1
3914 1134 1
3914 117 1
3915 1273 1
3915 1310 1
3915 2991 1
3915 4634 1
3915 448 1
3915 3345 1
3915 8002 1
3915 6197 1
3915 3172 1
3915 1882 1
3915 4001 1
3915 2654 1
3915 1460 1
3915 7447 1
3915 1032 1
3915 4105 1
3915 1896 1
3915 8 1
3915 0 1
3915 635 1
3916 3394 1
3916 4737 1
3916 310 1
3916 960 1
3916 4002 1
3916 9371 1
3916 251 1
3916 7202 1
3916 4575 1
3916 2611 1
3916 3760 1
3916 2416 1
3916 5471 1
3916 2861 1
3916 8833 1
3916 7166 1
3916 12 1
3916 4865 1
3916 1001 1
3916 5435 1
3917 3563 1
3917 9888 1
3917 6581 1
3917 2340 1
3917 4127 1
3917 3068 1
3917 9627 1
3917 1690 1
3917 5098 1
3917 10815 1
3917 6833 1
3917 4500 1
3917 10715 1
3917 8178 1
3917 7581 1
3917 5112 1
3917 6106 1
3917 1906 1
3917 4398 1
3917 1619 1
3917 881 1
3917 7291 1
3917 4153 1
3917 4713 1
3917 2424 1
3917 4003 1
3917 5172 1
3917 3695 1
3917 6944 1
3917 4551 1
3917 2312 1
3917 5619 1
3917 6566 1
3917 995 1
3918 794 1
3918 377 1
3918 4666 1
3918 1200 1
3918 4320 1
3918 636 1
3918 3943 1
3918 303 1
3918 196 1
3918 6042 1
3918 2333 1
3918 1767 1
3918 6609 1
3918 3858 1
3918 12045 1
3918 3543 1
3918 1639 1
3918 6232 1
3918 3816 1
3918 3925 1
3918 4008 1
3918 1699 1
3918 662 1
3918 195 1
3918 505 1
3918 672 1
3918 2966 1
3918 2903 1
3918 4597 1
3918 766 1
3918 2791 1
3918 1438 1
3918 8857 1
3918 81 1
3918 601 1
3918 3393 1
3918 941 1
3919 3836 1
3919 7424 1
3919 6395 1
3919 5540 1
3919 1033 1
3919 3247 1
3919 10629 1
3919 4064 1
3919 1378 1
3919 732 1
3919 5256 1
3919 3266 1
3919 529 1
3919 49 1
3919 5856 1
3919 3007 1
3919 7033 1
3919 2452 1
3919 1439 1
3919 4094 1
3919 3994 1
3919 2977 1
3919 2682 1
3919 5113 1
3920 775 1
3920 388 1
3920 4009 1
3920 1716 1
3920 4060 1
3920 2719 1
3920 2693 1
3920 2712 1
3920 13268 1
3920 7707 1
3920 4612 1
3920 4317 1
3920 3757 1
3920 5271 1
3920 127 1
3920 6733 1
3920 1485 1
3920 9492 1
3920 8184 1
3921 6576 1
3921 1035 1
3921 1876 1
3921 327 1
3921 6449 1
3921 1380 1
3921 2514 1
3921 1091 1
3921 10025 1
3921 5073 1
3921 6382 1
3921 3700 1
3921 40 1
3921 4443 1
3921 321 1
3921 7482 1
3921 4954 1
3921 218 1
3921 59 1
3921 2038 1
3921 1048 1
3921 2566 1
3921 6741 1
3921 4376 1
3921 359 1
3921 7289 1
3921 2252 1
3921 10185 1
3921 5317 1
3921 4056 1
3921 310 1
3921 10926 1
3921 7596 1
3921 177 1
3921 335 1
3921 3244 1
3921 2073 1
3921 11325 1
3921 12265 1
3921 3034 1
3921 1831 1
3921 937 1
3921 451 1
3921 4004 1
3921 1115 1
3921 5036 1
3921 2638 1
3921 8320 1
3921 136 1
3921 10837 1
3921 2686 1
3921 6241 1
3921 9798 1
3921 2889 1
3921 9017 1
3921 109 1
3921 2336 1
3921 5065 1
3921 4428 1
3921 5 1
3921 4139 1
3921 4334 1
3921 1094 1
3921 5837 1
3921 8428 1
3921 7664 1
3921 5611 1
3922 7121 1
3922 1017 1
3922 704 1
3922 2549 1
3922 1198 1
3922 1431 1
3922 924 1
3922 6867 1
3922 4277 1
3922 2930 1
3922 3265 1
3922 6608 1
3922 9228 1
3922 941 1
3922 3575 1
3922 12796 1
3922 1474 1
3922 8760 1
3922 3964 1
3922 570 1
3922 1272 1
3922 7435 1
3922 173 1
3922 7407 1
3922 996 1
3922 2169 1
3922 1206 1
3922 2453 1
3922 3059 1
3922 1345 1
3922 9038 1
3922 2831 1
3922 4450 1
3922 5693 1
3922 7060 1
3922 9677 1
3922 866 1
3922 9318 1
3922 170 1
3922 2904 1
3922 3120 1
3922 11391 1
3922 4648 1
3922 2530 1
3922 5525 1
3922 5593 1
3922 3385 1
3922 2435 1
3922 4638 1
3922 3783 1
3922 406 1
3922 1372 1
3922 7437 1
3923 5739 1
3923 2711 1
3923 967 1
3923 4618 1
3923 1012 1
3923 5690 1
3923 4994 1
3923 5017 1
3923 6639 1
3923 2770 1
3923 3798 1
3923 13589 1
3923 2829 1
3923 6106 1
3923 248 1
3923 5073 1
3923 7805 1
3923 4011 1
3923 5283 1
3923 10854 1
3923 4713 1
3923 3384 1
3923 8882 1
3923 6501 1
3923 2260 1
3923 856 1
3924 2252 1
3924 1927 1
3924 2380 1
3924 4014 1
3924 3887 1
3924 8600 1
3924 2446 1
3924 1498 1
3924 510 1
3924 7658 1
3924 8975 1
3924 4647 1
